Ambient temp,Direct normal solar,Diffuse horizontal solar
-0.3,0,0
-0.7,0,0
-0.3,0,0
1,171.2,13.3
2.3,425.6,34.3
4.3,463.2,54
7.1,764.1,45.5
9.8,471,88.2
11.4,534.8,94.5
11.8,783.9,49.6
12.3,568.4,44.8
11.3,475.3,42.3
9,297,13.8
6.6,0,0
5.1,0,0
4.4,0,0
3.7,0,0
3.1,0,0
2.6,0,0
2.1,0,0
1.6,0,0
1.2,0,0
0.8,0,0
0.5,0,0
0.2,0,0
0,0,0
0.5,0,0
1.7,150.6,13.3
2.9,445.9,32.9
4.9,467.4,48
7.8,509.4,52.8
10.7,492.8,73.8
12.1,512,128.7
12.3,645.6,63.2
12.3,548.1,56.7
11.2,457.8,45.9
8.8,264.6,15
6.5,0,0
5.1,0,0
4.7,0,0
4.3,0,0
3.9,0,0
3.6,0,0
3.2,0,0
2.9,0,0
2.7,0,0
2.5,0,0
2.4,0,0
2.3,0,0
2.3,0,0
2.8,0,0
3.8,181.8,21.6
4.7,488.8,37.1
6.6,456.6,47.6
9.4,668.8,44.4
12.1,415.2,105.6
13.5,536,111.2
13.5,668.8,67.5
13.6,539.7,54.4
12.6,570.6,44
10.7,188.4,16.8
8.7,0,0
7.3,0,0
6.4,0,0
5.4,0,0
4.8,0,0
4.3,0,0
3.8,0,0
3.4,0,0
2.9,0,0
2.4,0,0
1.9,0,0
1.4,0,0
0.9,0,0
1.2,0,0
2.3,127.2,15
3.4,455.2,39.9
5.2,511,57.6
7.7,565.6,72
10.2,538.4,95.2
11.7,618.3,79.2
12,493.2,62.4
12.3,509.6,70.2
11.4,421.4,53.1
9.5,117.6,23.8
7.6,0,0.9
6.3,0,0
5.7,0,0
5.1,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5,0,0
4.2,0,0
3.5,0,0
2.9,0,0
2.6,0,0
2.2,0,0
2.5,0,0
3.2,13.2,21.6
3.9,0,52.8
4.9,0,68.4
6.2,0,163.2
7.5,222.6,176
8.4,343.2,188.1
8.8,584.8,82.4
9.2,614.4,40.2
8.9,585,37.1
7.9,275.4,20.3
7,0,0.9
6.1,0,0
5.4,0,0
4.8,0,0
4,0,0
3.3,0,0
2.5,0,0
1.7,0,0
0.8,0,0
0,0,0
-0.7,0,0
-1.1,0,0
-1.5,0,0
-0.7,0,0
1.1,22.5,17.6
3,0,53.2
4.9,360,71.4
6.8,426.6,92.7
8.7,431.9,118.4
9.9,24.3,165.6
10.4,79.2,164.5
10.8,455.4,77.4
10.1,385.6,46.2
8.3,156.1,29.6
6.6,2.1,0.7
5.4,0,0
4.8,0,0
4.2,0,0
3.9,0,0
3.7,0,0
3.6,0,0
3.4,0,0
2.9,0,0
2.5,0,0
1.8,0,0
0.9,0,0
0.1,0,0
0.4,0.8,0
1.8,134.4,22.4
3.3,360.8,68.4
5.2,450.4,89.6
7.7,243,175.5
10.1,435.4,109.9
11,601.6,92.8
10.5,439.2,85.6
10,537.6,65.8
9.2,328.2,50.4
8.1,220.8,22.2
7.1,4,1.6
6.2,0,0
5.4,0,0
4.7,0,0
4.2,0,0
3.9,0,0
3.6,0,0
3.3,0,0
3,0,0
2.7,0,0
1.8,0,0
0.5,0,0
-0.8,0,0
-0.6,1.2,0.8
1.2,210.4,24
3,526.5,37.2
5.4,655.2,69.3
8.3,564.9,49.2
11.2,579.6,52.2
12.6,490.8,63.7
12.8,653.6,55.3
12.8,605.6,43.2
11.9,514.4,52.2
10,223.2,23.1
8,7,1.8
6.8,0,0
6.3,0,0
5.8,0,0
5.8,0,0
6.1,0,0
6.4,0,0
6.5,0,0
6.2,0,0
5.9,0,0
5.5,0,0
5,0,0
4.5,0,0
4.8,4.5,0.8
5.7,203.4,25.2
6.6,459.9,42.4
7.9,636,56.7
9.7,606.9,46.9
11.4,503.3,103.2
12.3,544,127.8
12.6,787.5,46.9
12.8,576.1,36.6
11.9,504.7,35
9.8,284.4,27
7.8,16,1.6
6.4,0,0
5.5,0,0
4.6,0,0
4.2,0,0
4.2,0,0
4.2,0,0
4,0,0
3.6,0,0
3.2,0,0
2.6,0,0
1.9,0,0
1.1,0,0
1.3,9,0.6
2.4,406.8,21.6
3.5,669.6,30.1
5.1,588,49.5
7.4,535.2,54.9
9.6,438.6,113.4
11,465.5,103.6
11.6,532.2,37.8
12.3,663.2,53.1
11.6,563.2,37.1
9.8,267.6,19.8
7.9,15.2,1.2
6.6,0,0
5.9,0,0
5.2,0,0
4.7,0,0
4.4,0,0
4,0,0
3.7,0,0
3.4,0,0
3,0,0
2.6,0,0
2,0,0
1.4,0,0
1.9,6.3,0.6
3.4,292.6,16.2
5,560.8,29.4
7.1,487.8,47.2
9.6,696,39.6
12.2,661.5,86.1
13.7,588.6,105.7
14.2,700,53.6
14.6,741.6,54.9
13.8,432.6,40.8
11.6,434.7,19.2
9.4,18.2,2.4
7.9,0,0
7,0,0
6.1,0,0
5.6,0,0
5.5,0,0
5.4,0,0
5.1,0,0
4.6,0,0
4.1,0,0
3.4,0,0
2.6,0,0
1.7,0,0
2.2,6,0.9
3.9,356.4,28.8
5.6,477.4,50.4
7.9,487.8,58.5
10.6,793.8,60.3
13.2,652.5,105.6
14.9,522.4,94.2
15.4,627.2,51.2
16,590.8,35.4
15,570.4,38.5
12.4,421.2,32.4
9.8,22.4,3.6
7.8,0,0
6.5,0,0
5.2,0,0
4.5,0,0
4.3,0,0
4.1,0,0
3.9,0,0
3.7,0,0
3.5,0,0
2.9,0,0
2,0,0
1.1,0,0
1.8,8,1.4
4.1,240.8,22.8
6.5,374.4,59.4
9.1,539,69.3
12,505.2,64.8
14.8,608,97.6
16.3,561.6,85.2
16.4,600.6,70.2
16.5,482.4,63.9
15.3,628.2,48
12.8,325.5,22.8
10.3,29.7,3.2
8.6,0,0
7.6,0,0
6.5,0,0
5.9,0,0
5.7,0,0
5.5,0,0
5.5,0,0
5.6,0,0
5.7,0,0
5.6,0,0
5.3,0,0
4.9,0,0
5.3,9.1,2.7
6.3,301.6,32.4
7.4,234.6,70
8.5,405.9,123.2
9.7,8.1,101.4
10.8,0,102.2
11.1,0,236.7
10.6,160.8,109.2
10,0,107.8
9.5,0,88.8
9.1,0,38.5
8.7,0,3
8.4,0,0
8.2,0,0
8,0,0
8,0,0
8.2,0,0
8.3,0,0
8.1,0,0
7.6,0,0
7.1,0,0
6.8,0,0
6.8,0,0
6.8,0,0
6.9,0,1.6
7,0,30.4
7.1,0,62.1
7.4,0,81.9
8.1,0,100.2
8.8,0,130.4
8.9,0,34.4
8.5,0,77.4
8,0,73.8
7.7,0,72.8
7.5,14.4,35.4
7.2,9,3.6
6.9,0,0
6.5,0,0
6.1,0,0
6.2,0,0
6.8,0,0
7.4,0,0
7.1,0,0
6,0,0
4.9,0,0
4.4,0,0
4.7,0,0
4.9,0,0
5.3,0,0.8
6,0,8.4
6.6,0,38.4
7.5,0,116.8
8.8,0,140.7
10,0,112.7
10.3,0,167.4
9.8,0,149.6
9.2,0,156.6
8.8,0,93.6
8.5,253.8,33.6
8.2,0.9,4.5
7.8,0,0
7.5,0,0
7.2,0,0
7.2,0,0
7.7,0,0
8.2,0,0
8.4,0,0
8.3,0,0
8.2,0,0
8.2,0,0
8.3,0,0
8.4,0,0
8.6,0,1.8
8.8,0,11.2
9,0,52
9.6,0,65.6
10.6,0,47.4
11.6,0,67.2
12.2,114,151.2
12.4,2.1,153
12.6,0,113.6
12.6,0,49.2
12.4,0,31.5
12.3,0,2.8
12,0,0
11.6,0,0
11.3,0,0
10.9,0,0
10.6,0,0
10.2,0,0
10,0,0
10,0,0
9.9,0,0
9.5,0,0
8.8,0,0
8.1,0,0
7.7,2.4,3
7.5,0,37.8
7.3,0,56
7.3,0,85.8
7.4,0,77.6
7.5,0,176.4
7.4,53.6,204.4
7,0,141
6.7,38.5,179.1
6.3,62.4,87.6
5.8,236.6,39.2
5.3,0.7,4.2
5,0,0
4.7,0,0
4.5,0,0
4.3,0,0
4.2,0,0
4.1,0,0
4.1,0,0
4.2,0,0
4.2,0,0
4.2,0,0
4.2,0,0
4.2,0,0
4.4,0,2.4
5,0,23.4
5.5,0,74.7
6.2,0,121.6
7.1,0,124.6
8,0,119.7
