Ambient temp,Direct normal solar,Diffuse horizontal solar
8.9,0,40
8,0,1
7.2,0,0
6.7,0,0
6.5,0,0
6.3,0,0
6.3,0,0
6.4,0,0
6.5,0,0
6.5,0,0
6.4,0,0
6.3,0,0
6.3,0,0
6.3,0,0
6.4,0,0
6.4,0,4
6.4,0,30
6.4,0,66
6.9,2,155
7.8,437,166
8.7,356,193
9.5,0,168
10.3,0,81
11,0,52
11.1,0,34
10.6,0,0
10.1,0,0
9.7,0,0
9.3,0,0
9,0,0
8.7,0,0
8.6,0,0
8.5,0,0
8.1,0,0
7.5,0,0
6.8,0,0
5.9,0,0
4.9,0,0
3.9,0,0
3,0,11
2.3,353,60
1.6,328,117
1.5,852,56
2.1,897,57
2.7,909,58
2.8,888,59
2.4,847,55
2,758,47
1.3,544,31
0.4,44,4
-0.5,0,0
-1.3,0,0
-1.8,0,0
-2.3,0,0
-2.5,0,0
-2.4,0,0
-2.3,0,0
-2.3,0,0
-2.5,0,0
-2.6,0,0
-2.8,0,0
-3,0,0
-3.1,0,0
-2.8,0,19
-2,258,70
-1.2,770,50
-0.2,829,60
1.1,858,65
2.5,819,79
3.2,417,182
3.3,711,81
3.4,697,51
2.8,487,33
1.6,32,4
0.5,0,0
-0.3,0,0
-0.6,0,0
-0.9,0,0
-1.1,0,0
-1.2,0,0
-1.3,0,0
-1.3,0,0
-1.3,0,0
-1.3,0,0
-1.3,0,0
-1.4,0,0
-1.4,0,0
-0.8,0,11
0.5,0,70
1.8,329,117
3.5,791,68
5.6,820,74
7.7,782,88
8.8,636,122
8.7,777,63
8.7,690,52
7.9,485,34
6.3,48,5
4.7,0,0
3.6,0,0
2.9,0,0
2.3,0,0
1.9,0,0
1.7,0,0
1.5,0,0
1.4,0,0
1.3,0,0
1.3,0,0
1.2,0,0
0.9,0,0
0.7,0,0
1.3,89,20
2.7,532,49
4.1,731,62
6,807,71
8.3,854,73
10.6,827,85
11.6,552,157
11.1,815,62
10.7,711,54
9.8,445,39
8.4,0,5
7.1,0,0
6.1,0,0
5.4,0,0
4.7,0,0
4.5,0,0
4.7,0,0
4.8,0,0
4.8,0,0
4.5,0,0
4.2,0,0
4,0,0
3.7,0,0
3.5,0,0
4,0,13
5,203,77
6.1,540,97
7.3,19,162
8.5,0,217
9.7,0,211
10.4,0,151
10.7,0,163
11,2,117
10.4,62,70
9,4,8
7.7,0,0
6.5,0,0
5.4,0,0
4.4,0,0
3.6,0,0
3,0,0
2.5,0,0
2.1,0,0
1.9,0,0
1.7,0,0
1.5,0,0
1.3,0,0
1.2,0,0
2,84,24
3.8,433,63
5.5,647,80
7.7,797,76
10.2,863,72
12.7,833,85
13.6,665,128
13.1,815,65
12.6,723,56
11.5,433,45
10,80,7
8.5,0,0
7.5,0,0
7,0,0
6.6,0,0
6.4,0,0
6.3,0,0
6.2,0,0
6.4,0,0
6.8,0,0
7.1,0,0
7.1,0,0
6.8,0,0
6.4,0,0
6.6,164,22
7.2,497,60
7.9,646,83
8.6,654,114
9.3,673,129
10,603,153
10.4,119,269
10.6,121,207
10.7,0,136
10.1,0,63
8.9,0,7
7.7,0,0
6.7,0,0
6.1,0,0
5.5,0,0
5,0,0
4.7,0,0
4.4,0,0
4.1,0,0
3.7,0,0
3.3,0,0
3.2,0,0
3.2,0,0
3.2,0,0
3.5,0,7
4.1,0,24
4.7,0,48
5,0,35
5.1,0,60
5.2,0,64
5.5,0,68
5.9,0,91
6.3,0,73
6.2,0,43
5.4,0,7
4.7,0,0
4.1,0,0
3.6,0,0
3.1,0,0
2.7,0,0
2.4,0,0
2.1,0,0
1.8,0,0
1.5,0,0
1.1,0,0
1,0,0
1.1,0,0
1.2,0,0
1.7,0,13
2.5,0,41
3.4,0,76
4,0,71
4.5,0,89
4.9,0,104
5.4,0,113
6,0,123
6.5,0,82
6.5,0,64
6,0,9
5.5,0,0
5.1,0,0
4.9,0,0
4.8,0,0
4.7,0,0
4.6,0,0
4.5,0,0
4.8,0,0
5.3,0,0
5.9,0,0
6.4,0,0
6.9,0,0
7.4,0,0
7.8,0,5
8.1,0,33
8.4,0,67
8.8,0,104
9.4,0,109
10,0,78
10.2,164,118
10.1,1,104
10,0,74
9.9,0,42
9.6,0,7
9.3,0,0
9.2,0,0
9.1,0,0
9.1,0,0
9.2,0,0
9.5,0,0
9.7,0,0
9.7,0,0
9.4,0,0
9.2,0,0
9.1,0,0
9.2,0,0
9.2,0,0
9.5,0,10
10.2,0,26
10.8,0,93
11.3,0,82
11.7,0,91
12,0,41
12,48,253
11.6,651,100
11.1,93,125
10.2,0,58
8.8,0,14
7.4,0,0
6.6,0,0
6.4,0,0
6.2,0,0
6.2,0,0
6.5,0,0
6.7,0,0
6.6,0,0
6.2,0,0
5.9,0,0
5.7,0,0
5.7,0,0
5.7,0,0
5.8,0,25
6,248,92
6.2,29,164
6.5,83,164
7.1,538,134
7.6,32,111
7.7,48,235
7.4,33,196
7.2,354,119
6.8,16,81
6.3,27,18
5.7,0,0
5.3,0,0
5,0,0
4.7,0,0
4.1,0,0
3.4,0,0
2.7,0,0
2.3,0,0
2.1,0,0
2,0,0
1.8,0,0
1.5,0,0
1.2,0,1
1.8,239,29
3.3,591,60
4.8,569,114
6.2,591,143
7.7,791,99
9.1,264,270
10,283,246
10.3,159,224
10.6,0,162
10.6,0,90
10.1,0,17
9.7,0,0
9.5,0,0
9.4,0,0
9.4,0,0
9.3,0,0
9,0,0
8.8,0,0
9,0,0
9.6,0,0
10.2,0,0
10.5,0,0
10.4,0,0
10.4,0,0
10.5,0,14
10.6,0,60
10.7,0,81
11.5,0,135
13,0,213
14.4,211,218
14.9,136,194
14.3,0,163
13.8,0,142
12.8,62,66
11.5,58,19
10.2,0,0
9.3,0,0
8.8,0,0
8.3,0,0
8,0,0
8,0,0
8.1,0,0
8.1,0,0
8,0,0
8,0,0
7.8,0,0
7.6,0,0
7.4,0,0
7.4,0,22
7.6,0,19
7.7,0,59
8,0,117
8.4,0,143
8.7,99,197
8.9,250,195
9,433,149
9.1,310,146
8.7,483,58
7.8,138,18
7,0,0
6.3,0,0
5.8,0,0
5.2,0,0
5,0,0
4.9,0,0
4.9,0,0
5,0,0
5.1,0,0
5.2,0,0
5.3,0,0
5.4,0,0
5.5,0,1
5.6,0,13
5.7,0,73
5.8,243,122
6.6,109,234
8,0,158
9.4,0,185
10.1,0,225
10.2,0,168
10.3,9,102
9.8,13,58
8.7,0,20
7.7,0,0
6.9,0,0
6.2,0,0
5.6,0,0
5.1,0,0
4.8,0,0
4.4,0,0
4.3,0,0
4.4,0,0
4.5,0,0
4.5,0,0
4.6,0,0
4.6,0,3
4.9,0,45
5.6,0,105
6.2,9,218
6.5,0,185
6.6,0,141
6.6,0,95
6.5,0,76
6.2,0,95
6,0,95
5.7,0,64
5.3,0,16
5,0,0
4.6,0,0
4.2,0,0
3.8,0,0
3.4,0,0
3,0,0
2.6,0,0
2.4,0,0
2.3,0,0
2.3,0,0
2.2,0,0
2.1,0,0
2,0,0
2,0,24
2.3,0,93
2.6,0,134
2.9,0,147
3.2,0,223
3.5,0,129
3.8,0,146
4,0,131
4.2,25,160
4,172,95
3.5,31,19
3,0,0
2.5,0,0
2.1,0,0
1.7,0,0
1.5,0,0
1.4,0,0
1.4,0,0
1.2,0,0
0.7,0,0
0.3,0,0
0.1,0,0
0.1,0,0
0.1,12,5
0.8,4,37
2,0,87
3.2,0,174
4.4,0,265
5.5,93,313
6.6,136,322
7.3,665,144
7.6,214,239
7.9,1,175
7.9,12,114
7.5,0,28
7.2,0,0
6.9,0,0
6.8,0,0
6.7,0,0
6.7,0,0
6.9,0,0
7,0,0
6.9,0,0
6.5,0,0
6.1,0,0
5.7,0,0
5.4,0,0
5.1,16,3
5.2,167,47
5.8,690,58
6.4,746,83
7.1,569,163
7.8,691,138
8.6,127,180
9,0,111
8.9,0,177
8.9,0,127
8.5,0,60
7.8,0,20
7.1,0,0
6.6,0,0
6.1,0,0
5.6,0,0
5.5,0,0
5.8,0,0
6,0,0
6,0,0
5.8,0,0
5.6,0,0
